Date,Open,High,Low,Close,Volume
2023-12-27,226.55,228.36,224.39,226.59,4796703
2023-12-28,225.45,227.57,225.14,225.70,4458097
2023-12-29,228.24,230.58,227.68,228.60,6295417
2024-01-01,231.18,231.77,229.46,231.24,6975330
2024-01-02,225.69,226.64,224.54,226.09,3164501
2024-01-03,220.94,221.69,220.06,221.13,6529599
2024-01-04,228.23,229.61,227.15,228.26,3737289
2024-01-05,227.23,228.61,227.19,227.29,6454239
2024-01-08,227.50,229.23,226.86,227.95,6347115
2024-01-09,230.52,232.95,230.66,230.95,5082583
2024-01-10,235.50,237.61,234.90,235.65,4327310
2024-01-11,234.44,236.50,233.75,234.66,5747963
2024-01-12,241.54,242.04,240.25,241.89,6011209
2024-01-15,240.97,243.57,239.94,241.17,6783714
2024-01-16,238.84,241.46,238.73,239.25,4732145
2024-01-17,243.35,243.98,243.20,243.55,6523169
2024-01-18,244.47,244.87,243.16,244.67,3823452
2024-01-19,243.36,245.83,241.09,243.44,3299661
2024-01-22,243.71,244.22,242.44,243.73,6618462
2024-01-23,241.57,241.93,240.19,241.73,5446523
2024-01-24,243.73,246.25,242.40,243.93,6450510
2024-01-25,233.63,234.24,231.95,233.89,6297089
2024-01-26,237.35,239.80,236.06,237.43,6652927
2024-01-29,239.15,241.42,238.91,239.41,4184692
2024-01-30,244.23,244.26,244.12,244.24,5559049
2024-01-31,242.21,244.68,241.60,242.66,2442665
2024-02-01,242.49,244.36,241.08,242.79,6502207
2024-02-02,240.82,242.90,240.57,241.01,4404342
2024-02-05,237.97,239.64,237.75,238.25,2815736
2024-02-06,234.92,236.07,234.92,235.20,3403056
2024-02-07,237.71,239.17,237.47,238.02,2832968
2024-02-08,236.30,236.98,234.27,236.39,2772140
2024-02-09,233.58,233.83,232.76,233.80,4887238
2024-02-12,225.32,225.92,225.25,225.71,5844928
2024-02-13,224.27,226.45,223.44,224.58,2311878
2024-02-14,229.84,231.27,228.38,229.97,5954753
2024-02-15,231.48,233.38,231.73,231.94,3440222
2024-02-16,228.67,229.49,228.66,228.73,6434949
2024-02-19,222.91,223.01,221.02,222.92,6605602
2024-02-20,225.71,225.86,223.71,225.71,5618848
2024-02-21,225.17,227.07,224.31,225.37,5141353
2024-02-22,227.07,228.34,225.25,227.37,6839784
2024-02-23,225.47,226.87,224.53,225.90,2380808
2024-02-26,224.09,224.60,222.55,224.41,3431091
2024-02-27,219.10,220.81,217.16,219.20,6657300
2024-02-28,217.15,219.05,216.98,217.51,3726101
2024-02-29,224.98,226.13,225.14,225.37,6304162
2024-03-01,227.16,229.66,225.57,227.48,6058149
2024-03-04,223.76,226.05,222.25,224.03,4654728
2024-03-05,221.01,222.55,220.79,221.44,3760566
2024-03-06,224.90,225.16,223.44,224.95,5042331
2024-03-07,225.39,225.56,224.94,225.53,5166688
2024-03-08,226.00,227.77,225.54,226.44,5800304
2024-03-11,224.07,224.59,223.32,224.25,3609846
2024-03-12,226.02,226.53,224.98,226.44,5261981
2024-03-13,221.09,222.79,220.55,221.49,2423375
2024-03-14,218.85,219.40,218.95,219.12,6760695
2024-03-15,220.58,222.97,218.70,220.79,4940607
2024-03-18,226.13,227.61,225.64,226.47,3629779
2024-03-19,224.81,225.19,223.68,225.16,4494877
2024-03-20,218.52,220.77,218.55,218.92,4202567
2024-03-21,217.54,218.49,217.28,217.76,4419517
2024-03-22,217.30,219.45,217.33,217.66,6812392
2024-03-25,224.01,225.54,223.47,224.14,3047860
2024-03-26,219.29,219.56,217.18,219.36,4792588
2024-03-27,219.25,220.80,218.37,219.61,3713241
2024-03-28,212.67,213.59,212.16,212.91,6476487
2024-03-29,208.90,210.80,207.79,209.22,4748992
2024-04-01,210.71,211.40,209.12,211.01,5197423
2024-04-02,216.73,219.08,216.36,217.06,4488447
2024-04-03,213.40,214.24,212.89,213.51,4288730
2024-04-04,211.58,213.36,211.50,211.80,6264939
2024-04-05,212.28,213.63,212.22,212.65,2083740
2024-04-08,211.97,214.04,210.53,212.26,3411801
2024-04-09,212.49,213.04,211.95,212.59,6915787
2024-04-10,208.88,211.16,209.25,209.26,4262367
2024-04-11,206.16,206.70,205.64,206.17,2118205
2024-04-12,205.94,207.54,205.51,206.30,2149969
2024-04-15,200.20,201.08,199.09,200.55,6024326
2024-04-16,199.93,201.22,198.81,200.04,5407943
2024-04-17,201.28,203.29,200.70,201.46,6967485
2024-04-18,199.44,200.82,199.01,199.73,2369620
2024-04-19,201.99,203.88,200.38,202.17,3281014
2024-04-22,195.30,195.92,195.09,195.66,6368334
2024-04-23,191.01,192.62,189.46,191.21,3298246
2024-04-24,186.27,186.49,186.33,186.47,5737418
2024-04-25,187.08,187.70,186.97,187.20,5352516
2024-04-26,183.80,185.44,183.18,183.87,3810206
2024-04-29,186.07,186.44,185.93,186.27,2777156
2024-04-30,187.67,188.51,186.27,187.90,3920031
2024-05-01,186.80,188.76,185.68,187.11,3905499
2024-05-02,185.29,185.64,185.08,185.46,4400227
2024-05-03,191.46,192.36,190.77,191.79,2070880
2024-05-06,198.80,200.58,198.81,198.94,3584126
2024-05-07,209.90,210.05,209.71,210.02,5606631
2024-05-08,215.50,215.91,215.27,215.50,4805062
2024-05-09,213.63,215.45,213.37,213.98,2846086
2024-05-10,214.41,216.25,214.43,214.44,6396369
2024-05-13,219.85,222.06,218.55,219.88,2122578
2024-05-14,218.82,219.92,217.98,218.90,6691379
2024-05-15,211.38,212.95,210.04,211.69,6769440
2024-05-16,214.34,215.89,214.32,214.36,4023426
2024-05-17,214.61,215.15,213.80,214.80,5120006
2024-05-20,206.52,207.19,205.68,206.64,6725844
2024-05-21,201.23,202.32,200.91,201.61,5507608
2024-05-22,205.82,207.68,205.19,206.09,3131965
2024-05-23,204.53,206.60,204.71,204.86,6265582
2024-05-24,203.79,205.96,202.89,204.10,6575124
2024-05-27,201.97,202.89,201.63,202.28,5727259
2024-05-28,199.34,200.13,198.24,199.44,5388653
2024-05-29,200.82,201.78,199.49,201.01,2225973
2024-05-30,199.75,201.56,199.82,200.07,2905885
2024-05-31,195.40,197.12,195.55,195.62,4095057
2024-06-03,192.75,194.29,191.19,192.80,2460155
2024-06-04,196.18,196.69,194.82,196.48,4667845
2024-06-05,196.47,196.99,196.02,196.80,2384795
2024-06-06,199.55,199.98,198.16,199.82,2277670
2024-06-07,201.98,203.01,201.26,202.23,6013138
2024-06-10,206.13,206.85,204.75,206.13,5257866
2024-06-11,208.84,209.54,207.35,208.90,6678519
2024-06-12,214.04,215.46,214.16,214.22,6941765
2024-06-13,212.51,213.65,210.72,212.55,2714270
2024-06-14,211.06,212.22,210.08,211.29,5662701
2024-06-17,212.49,214.01,211.48,212.54,2453725
2024-06-18,217.99,219.35,215.93,218.04,4754008
2024-06-19,211.98,213.40,211.67,212.34,4230216
2024-06-20,210.64,212.46,209.08,210.94,2549018
2024-06-21,206.87,208.12,204.83,206.88,6377079
2024-06-24,204.74,205.74,202.77,204.77,2381065
2024-06-25,200.16,201.60,199.90,200.26,2227644
2024-06-26,202.49,203.89,200.95,202.84,2583483
2024-06-27,201.31,202.13,200.28,201.41,5115247
2024-06-28,207.38,208.77,206.84,207.67,6489604
2024-07-01,208.38,209.37,206.99,208.64,3373221
2024-07-02,206.11,206.58,206.12,206.23,2432763
2024-07-03,200.77,201.41,199.72,200.80,5334897
2024-07-04,198.88,199.20,197.88,199.00,3746292
2024-07-05,196.08,197.93,195.26,196.18,4333611
2024-07-08,201.92,202.06,200.87,202.06,3763524
2024-07-09,199.03,200.91,198.87,199.37,3702696
2024-07-10,200.36,201.48,198.82,200.42,5817794
2024-07-11,192.99,194.39,192.13,193.20,6775484
2024-07-12,189.85,190.67,188.36,190.00,3242433
2024-07-15,193.00,193.55,193.30,193.38,6885309
2024-07-16,193.28,193.81,192.68,193.54,4370777
2024-07-17,188.43,190.35,188.01,188.74,2365504
2024-07-18,182.07,183.34,181.95,182.32,2536158
2024-07-19,185.40,186.75,185.21,185.66,6549404
2024-07-22,178.85,179.39,177.43,178.90,6071909
2024-07-23,181.00,182.84,180.61,181.13,2770340
2024-07-24,184.55,186.54,183.02,184.79,3311364
2024-07-25,186.24,187.52,186.05,186.39,4361646
2024-07-26,182.20,182.99,182.02,182.53,2587855
2024-07-29,183.11,183.72,182.21,183.30,4656657
2024-07-30,187.60,189.42,186.96,187.81,2234717
2024-07-31,187.81,188.85,187.59,187.96,6988704
2024-08-01,190.19,191.11,190.03,190.31,5585283
2024-08-02,186.64,186.93,185.68,186.88,4691122
2024-08-05,192.02,193.51,192.28,192.32,5972886
2024-08-06,195.37,196.42,194.17,195.38,6097243
2024-08-07,196.66,197.13,195.44,196.92,6730859
2024-08-08,198.25,199.62,196.76,198.28,4540402
2024-08-09,199.56,200.93,197.82,199.81,6192536
2024-08-12,193.28,193.71,192.01,193.51,3353930
2024-08-13,192.97,194.34,192.26,193.09,2691250
2024-08-14,188.05,189.06,187.54,188.11,5871163
2024-08-15,190.90,191.11,189.69,191.06,4560335
2024-08-16,190.66,191.86,190.82,190.84,5425432
2024-08-19,189.61,190.53,188.85,189.83,5133123
2024-08-20,192.37,194.09,191.33,192.44,5350072
2024-08-21,193.98,194.84,193.19,194.18,2742948
2024-08-22,196.99,197.66,196.09,197.38,3978416
2024-08-23,194.71,196.22,194.36,195.04,5723143
2024-08-26,205.15,205.48,203.46,205.35,4643797
2024-08-27,202.42,204.23,201.10,202.53,2407043
2024-08-28,197.81,198.53,197.91,197.99,5679548
2024-08-29,198.58,200.13,198.24,198.74,6127979
2024-08-30,197.49,198.56,196.33,197.66,5419002
2024-09-02,191.71,193.73,190.84,192.08,5219285
2024-09-03,189.47,190.03,188.61,189.54,2195494
2024-09-04,191.04,193.14,190.19,191.26,3014296
2024-09-05,180.93,181.71,180.76,181.06,4342356
2024-09-06,183.96,185.65,183.09,184.30,2846343
2024-09-09,183.68,184.68,183.24,183.90,5192922
2024-09-10,182.38,184.06,181.53,182.64,3048761
2024-09-11,177.39,177.81,176.29,177.60,3080525
2024-09-12,172.74,174.29,172.79,172.93,6954882
2024-09-13,176.07,176.60,174.70,176.40,6338498
2024-09-16,178.98,179.79,177.72,179.03,2898040
2024-09-17,176.64,176.90,175.52,176.78,3300175
2024-09-18,177.71,178.40,177.33,177.76,4211569
2024-09-19,173.65,175.00,172.75,173.87,2298889
2024-09-20,168.71,169.22,168.34,168.78,4228802
2024-09-23,164.15,165.09,163.51,164.22,6667974
2024-09-24,162.32,163.60,161.55,162.32,6283071
2024-09-25,160.16,161.04,159.27,160.45,4740762
2024-09-26,163.28,164.36,162.48,163.35,3707711
2024-09-27,163.79,165.28,163.53,163.89,4850587
2024-09-30,164.38,165.21,164.36,164.55,4836055
2024-10-01,163.05,164.10,162.19,163.10,5330782
2024-10-02,167.54,169.10,166.24,167.72,3001436
2024-10-03,173.26,173.88,172.56,173.28,4514681
2024-10-04,175.87,177.15,175.33,176.22,6537187
2024-10-07,180.08,181.60,179.49,180.33,5735618
2024-10-08,175.23,175.76,174.29,175.40,3776641
2024-10-09,180.28,181.20,179.90,180.54,2326924
2024-10-10,182.68,183.90,181.20,182.96,3053133
2024-10-11,186.26,188.43,185.15,186.59,2621935
2024-10-14,184.57,184.94,184.48,184.72,2699995
2024-10-15,182.64,183.33,182.22,182.90,4953982
2024-10-16,178.72,179.99,177.30,178.77,6050561
2024-10-17,172.28,173.98,171.21,172.62,2656400
2024-10-18,167.90,169.58,166.93,168.11,6438164
2024-10-21,174.39,175.02,173.13,174.51,4062521
2024-10-22,173.19,174.00,172.62,173.36,2196137
2024-10-23,178.32,179.24,176.79,178.48,2505679
2024-10-24,177.67,179.30,176.64,177.84,6657814
2024-10-25,175.31,177.16,173.97,175.64,6319208
2024-10-28,175.18,176.82,175.05,175.24,3156528
2024-10-29,172.26,172.88,171.60,172.43,3836441
2024-10-30,171.54,172.12,170.96,171.63,5025612
2024-10-31,172.08,172.86,172.03,172.35,3390710
2024-11-01,170.87,172.09,170.68,171.02,5598401
2024-11-04,171.69,172.93,170.58,171.87,3315350
2024-11-05,167.10,168.23,166.92,167.23,3208226
2024-11-06,167.48,169.10,166.19,167.58,6943694
2024-11-07,167.96,169.65,168.15,168.19,6188421
2024-11-08,171.27,172.97,171.39,171.55,2609074
2024-11-11,171.71,171.91,171.08,171.74,2872320
2024-11-12,170.49,170.82,170.39,170.76,3644825
2024-11-13,170.74,172.46,169.24,170.82,6593257
2024-11-14,168.90,169.52,167.73,169.16,3384280
2024-11-15,173.33,173.81,173.05,173.60,5684563
